,,,,,,,,,"Survey","Participant","Question 1"
"05/29/2024 09:19PM","05/29/2024 09:20PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",26.459,"Yes","664d9d48cfaa164d863a0ec4",,,"no","192.168.1.186","Participant 114","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664d9d48cfaa164d863a0ec4"
"05/30/2024 12:22PM","05/30/2024 12:22PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",6.924,"Yes","664ab385660ad4ff63304bcf",,,"no","10.155.182.88","Participant 115","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664ab385660ad4ff63304bcf"
"05/29/2024 09:35PM","05/29/2024 09:35PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",8.742,"Yes","664dda0935c6ffacb4d106a0","0.0","0.0","no","10.158.184.1","Participant 116",
"05/31/2024 12:07PM","05/31/2024 12:08PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",47.203,"Yes","664dda0935c6ffacb4d106a0","0.0","0.0","no","10.222.104.231","Participant 116",
"05/29/2024 09:36PM","05/30/2024 04:00PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",66253.186,"Yes","664ddcbacfaa164d863af184","0.0","0.0","no","2600:1700:13bf:8290::47","Participant 117",
"05/31/2024 12:25PM","05/31/2024 12:26PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",45.124,"Yes","664ddcbacfaa164d863af184","0.0","0.0","no","10.40.12.248","Participant 117",
"05/29/2024 09:29PM","05/29/2024 09:30PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",38.798,"Yes","664ddce135c6ffacb4d11e0d","0.0","0.0","no","2600:381:cc28:5200:3479:dc40:1fa2:fc4d","Participant 118",
"05/31/2024 12:00PM","05/31/2024 12:01PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",20.172,"Yes","664ddce135c6ffacb4d11e0d","0.0","0.0","no","2600:381:cc28:5200:9dc6:6737:c331:e425","Participant 118",
"05/30/2024 09:43AM","05/30/2024 03:05PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",19349.498,"Yes","664dd91535c6ffacb4d101fb","0.0","0.0","no","192.168.1.7","Participant 119",
"05/31/2024 04:16PM","05/31/2024 04:22PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",396.49,"Yes","664dd91535c6ffacb4d101fb","0.0","0.0","no","192.168.1.7","Participant 119",
"05/30/2024 10:44AM","05/30/2024 10:44AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",10.232,"Yes","664de887cfaa164d863b5c90",,,"no","10.0.0.34","Participant 120","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664de887cfaa164d863b5c90"
"05/30/2024 03:17AM","05/30/2024 03:17AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",27.768,"Yes","664df1a551501094c9be8f8c",,,"no","172.16.0.2","Participant 121","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664df1a551501094c9be8f8c"
"05/31/2024 12:34PM","05/31/2024 12:34PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",11.329,"Yes","664df1a551501094c9be8f8c",,,"no","172.16.0.2","Participant 121","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664df1a551501094c9be8f8c"
"05/29/2024 09:00PM","05/29/2024 09:03PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",128.419,"Yes","664de90335c6ffacb4d18b97",,,"no","10.164.251.123","Participant 122","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664de90335c6ffacb4d18b97"
"05/31/2024 12:07PM","05/31/2024 12:08PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",56.965,"Yes","664de90335c6ffacb4d18b97",,,"no","10.164.248.108","Participant 122","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664de90335c6ffacb4d18b97"
"05/29/2024 09:02PM","05/29/2024 09:02PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",10.286,"Yes","664df97e51501094c9bedbb3",,,"no","10.0.0.107","Participant 123","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664df97e51501094c9bedbb3"
"05/29/2024 09:02PM","05/29/2024 09:39PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",2228.977,"Yes","664dfea251501094c9bf16a1","0.0","0.0","no","2601:80:c87c:2770::d3ca","Participant 124",
"05/31/2024 12:28PM","05/31/2024 12:28PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",5.652,"Yes","664dfea251501094c9bf16a1","0.0","0.0","no","2600:381:30cf:4a1:b852:99e7:8d3e:10d3","Participant 124",
"05/29/2024 11:31PM","05/29/2024 11:32PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",18.376,"Yes","664dffa220f19dd3213a2a4e",,,"no","192.168.4.202","Participant 125","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664dffa220f19dd3213a2a4e"
"05/29/2024 10:10PM","05/29/2024 10:11PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",35.238,"Yes","664e0f2e20f19dd3213acad4",,,"no","10.166.100.125","Participant 126","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e0f2e20f19dd3213acad4"
"05/31/2024 12:23PM","05/31/2024 12:23PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",9.381,"Yes","664e0f2e20f19dd3213acad4",,,"no","10.163.69.160","Participant 126","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e0f2e20f19dd3213acad4"
"05/30/2024 06:57AM","05/30/2024 06:57AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",20.716,"Yes","664a9f98660ad4ff632f6bf0","0.0","0.0","no","10.78.0.140","Participant 127",
"05/30/2024 10:10AM","05/30/2024 10:11AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",62.558,"Yes","664de385cfaa164d863b3437",,,"no","10.155.182.88","Participant 128","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664de385cfaa164d863b3437"
"05/31/2024 12:33PM","05/31/2024 12:33PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",11.013,"Yes","664de385cfaa164d863b3437",,,"no","10.155.182.88","Participant 128","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664de385cfaa164d863b3437"
"05/29/2024 09:02PM","05/29/2024 09:02PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",9.032,"Yes","664e265620f19dd3213bb80c","0.0","0.0","no","10.44.218.42","Participant 129",
"05/30/2024 08:52PM","05/30/2024 09:01PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",527.57,"Yes","664e39ab51501094c9c1459b",,,"no","192.168.43.1","Participant 130","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e39ab51501094c9c1459b"
"05/31/2024 07:53PM","05/31/2024 07:54PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",57.211,"Yes","664e39ab51501094c9c1459b",,,"no","10.153.17.39","Participant 130","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e39ab51501094c9c1459b"
"05/30/2024 07:21AM","05/30/2024 07:21AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",9.538,"Yes","664e6e0120f19dd3213de6f2",,,"no","10.8.0.140","Participant 131","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e6e0120f19dd3213de6f2"
"05/30/2024 12:14AM","05/30/2024 12:14AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",14.909,"Yes","664e847f20f19dd3213e70cb",,,"no","192.168.1.138","Participant 132","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e847f20f19dd3213e70cb"
"05/31/2024 12:14PM","05/31/2024 12:14PM","05/31/2024 12:00PM - 05/31/2024 11:59PM",14.884,"Yes","664e847f20f19dd3213e70cb",,,"no","192.0.0.2","Participant 132","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e847f20f19dd3213e70cb"
"05/30/2024 09:19AM","05/30/2024 09:19AM","05/29/2024 09:00PM - 05/31/2024 12:00PM",38.122,"Yes","664e860851501094c9c35e71",,,"no","10.10.176.14","Participant 133","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e860851501094c9c35e71"
"05/29/2024 09:05PM","05/29/2024 09:06PM","05/29/2024 09:00PM - 05/31/2024 12:00PM",25.91,"Yes","664606c2390031c621724174",,,"no","192.168.1.214","Participant 134","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664606c2390031c621724174"
"05/30/2024 09:00PM","05/30/2024 09:01PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",27.602,"Yes","664ed84e93e5001a12b4b6d4","0.0","0.0","no","10.239.17.243","Participant 135",
"05/30/2024 09:02PM","05/30/2024 09:03PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",16.207,"Yes","664f7a84e0fe3a9553ae4a6f","0.0","0.0","no","2600:381:ec1a:355a:69aa:1d6a:fe75:1fff","Participant 138",
"06/01/2024 12:02PM","06/01/2024 12:02PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",19.423,"Yes","664f7a84e0fe3a9553ae4a6f","0.0","0.0","no","2600:381:ad27:d699:4083:f4d4:f793:c52e","Participant 138",
"05/30/2024 09:03PM","05/30/2024 09:04PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",14.254,"Yes","664f7d83e0fe3a9553ae8a98",,,"no","192.168.1.158","Participant 139","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664f7d83e0fe3a9553ae8a98"
"05/31/2024 06:46AM","05/31/2024 06:46AM","05/30/2024 09:00PM - 06/01/2024 12:00PM",10.42,"Yes","664f89c9e0fe3a9553af7561","0.0","0.0","no","192.168.0.109","Participant 140",
"05/30/2024 09:17PM","05/30/2024 09:17PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",11.218,"Yes","664f922de0fe3a9553b03872","0.0","0.0","no","2600:1006:1158:c8c5:9dfe:cf57:cd8b:16b0","Participant 141",
"06/01/2024 02:15PM","06/01/2024 02:17PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",144.675,"Yes","664f922de0fe3a9553b03872","0.0","0.0","no","10.156.21.134","Participant 141",
"05/30/2024 09:50PM","05/30/2024 09:51PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",15.721,"Yes","664f816be0fe3a9553aed9e7",,,"no","10.31.55.130","Participant 142","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664f816be0fe3a9553aed9e7"
"05/31/2024 12:01PM","05/31/2024 12:02PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",23.846,"Yes","664f6895e0fe3a9553ac8542",,,"no","100.124.75.61","Participant 143","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664f6895e0fe3a9553ac8542"
"06/01/2024 12:42PM","06/01/2024 12:42PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",5.628,"Yes","664f6895e0fe3a9553ac8542",,,"no","192.168.1.134","Participant 143","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664f6895e0fe3a9553ac8542"
"05/30/2024 09:01PM","05/30/2024 09:01PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",13.169,"Yes","664f9b98e0fe3a9553b0f157","0.0","0.0","no","2601:1c2:c083:edc0::7205","Participant 144",
"05/30/2024 09:01PM","05/30/2024 09:01PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",18.688,"Yes","664fa94fe0fe3a9553b1cea4",,,"no","192.168.73.202","Participant 145","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664fa94fe0fe3a9553b1cea4"
"05/30/2024 09:37PM","05/30/2024 09:37PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",11.814,"Yes","664fa23fe0fe3a9553b151fb",,,"no","192.168.0.25","Participant 146","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664fa23fe0fe3a9553b151fb"
"06/01/2024 12:44PM","06/01/2024 12:44PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",5.116,"Yes","664fa23fe0fe3a9553b151fb",,,"no","192.168.0.25","Participant 146","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664fa23fe0fe3a9553b151fb"
"06/02/2024 07:59AM","06/02/2024 08:01AM","05/31/2024 09:00PM - 06/02/2024 12:00PM",166.351,"Yes","664dfbf551501094c9bf026e",,,"no","102.167.178.237","Participant 147","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664dfbf551501094c9bf026e"
"06/02/2024 12:09PM","06/02/2024 12:10PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",33.724,"Yes","664dfbf551501094c9bf026e",,,"no","102.166.75.35","Participant 147","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664dfbf551501094c9bf026e"
"05/30/2024 09:25PM","05/30/2024 09:25PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",5.174,"Yes","664fc1e6e0fe3a9553b349fa",,,"no","192.168.0.18","Participant 148","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664fc1e6e0fe3a9553b349fa"
"06/01/2024 12:18PM","06/01/2024 12:18PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",7.524,"Yes","664fc1e6e0fe3a9553b349fa",,,"no","192.168.0.12","Participant 148","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664fc1e6e0fe3a9553b349fa"
"05/30/2024 09:01PM","05/30/2024 09:01PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",10.249,"Yes","664ffbbde0fe3a9553b789fa","0.0","0.0","no","2600:100a:b038:b57f:694a:31f1:46f:404c","Participant 149",
"06/01/2024 12:00PM","06/01/2024 10:23PM","06/01/2024 12:00PM - 06/01/2024 11:59PM",37387.749,"Yes","664ffbbde0fe3a9553b789fa","0.0","0.0","no","2605:a601:afef:d700::37d","Participant 149",
"05/30/2024 09:01PM","05/30/2024 09:01PM","05/30/2024 09:00PM - 06/01/2024 12:00PM",35.447,"Yes","665007aee0fe3a9553b871c4","0.0","0.0","no","192.168.1.160","Participant 150",
"06/01/2024 09:12AM","06/01/2024 09:12AM","05/31/2024 09:00PM - 06/02/2024 12:00PM",5.868,"Yes","66506895166f80d151432198","0.0","0.0","no","192.168.1.4","Participant 151",
"06/02/2024 01:26PM","06/02/2024 01:26PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",5.529,"Yes","66506895166f80d151432198","0.0","0.0","no","192.168.1.12","Participant 151",
"05/31/2024 09:03PM","05/31/2024 09:04PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",94.352,"Yes","66506d4ebb8cfd1298ce21c6",,,"no","10.163.156.20","Participant 152","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66506d4ebb8cfd1298ce21c6"
"06/02/2024 12:02PM","06/02/2024 12:02PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",22.797,"Yes","66506d4ebb8cfd1298ce21c6",,,"no","10.117.206.99","Participant 152","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66506d4ebb8cfd1298ce21c6"
"05/31/2024 09:21PM","05/31/2024 09:25PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",202.761,"Yes","6650b1de166f80d1514502cc","0.0","0.0","no","172.20.10.7","Participant 153",
"06/02/2024 10:02PM","06/02/2024 10:03PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",35.486,"Yes","6650b1de166f80d1514502cc","0.0","0.0","no","172.20.10.7","Participant 153",
"06/01/2024 10:53AM","06/01/2024 10:54AM","05/31/2024 09:00PM - 06/02/2024 12:00PM",13.969,"Yes","6650b7ddbb8cfd1298d024d6","0.0","0.0","no","172.19.1.147","Participant 154",
"05/31/2024 09:00PM","05/31/2024 09:00PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",14.038,"Yes","6650b5dc166f80d151452562","0.0","0.0","no","192.168.68.56","Participant 155",
"05/31/2024 09:00PM","05/31/2024 09:00PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",12.089,"Yes","6650b8c1166f80d151454153",,,"no","192.168.0.24","Participant 156","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6650b8c1166f80d151454153"
"06/02/2024 12:08PM","06/02/2024 12:08PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",6.84,"Yes","6650b8c1166f80d151454153",,,"no","192.168.0.11","Participant 156","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6650b8c1166f80d151454153"
"06/01/2024 12:23PM","06/01/2024 12:23PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",8.077,"Yes","6650b957bb8cfd1298d036c5",,,"no","192.168.1.65","Participant 157","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6650b957bb8cfd1298d036c5"
"06/01/2024 12:02PM","06/01/2024 12:03PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",49.725,"Yes","6445278e4e3d850b4c16a86a",,,"no","10.130.185.142","Participant 158","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6445278e4e3d850b4c16a86a"
"06/02/2024 12:02PM","06/02/2024 12:05PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",213.564,"Yes","6445278e4e3d850b4c16a86a",,,"no","10.142.173.88","Participant 158","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6445278e4e3d850b4c16a86a"
"05/31/2024 09:00PM","05/31/2024 09:01PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",43.032,"Yes","6650b702bb8cfd1298d01e19",,,"no","192.168.43.1","Participant 159","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6650b702bb8cfd1298d01e19"
"06/02/2024 12:04PM","06/02/2024 12:04PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",16.597,"Yes","6650b702bb8cfd1298d01e19",,,"no","10.31.2.141","Participant 159","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6650b702bb8cfd1298d01e19"
"05/31/2024 09:01PM","05/31/2024 09:01PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",26.651,"Yes","6650b7b8166f80d1514533ed","0.0","0.0","no","2600:1700:2299:7800::48","Participant 161",
"06/02/2024 12:00PM","06/02/2024 12:00PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",22.334,"Yes","6650b7b8166f80d1514533ed","0.0","0.0","no","2607:fc20:f211:8813:2837:8228:64d6:6871","Participant 161",
"06/01/2024 10:41PM","06/01/2024 10:41PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",29.71,"Yes","66512149bb8cfd1298d31555","0.0","0.0","no","192.168.85.87","Participant 164",
"06/03/2024 09:51PM","06/03/2024 09:51PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",30.23,"Yes","66512149bb8cfd1298d31555","0.0","0.0","no","192.168.156.87","Participant 164",
"06/01/2024 10:40PM","06/01/2024 10:40PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",34.083,"Yes","66511f06166f80d151480ef6",,,"no","192.168.85.138","Participant 165","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66511f06166f80d151480ef6"
"06/03/2024 10:37PM","06/03/2024 10:37PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",17.765,"Yes","66511f06166f80d151480ef6",,,"no","192.168.156.47","Participant 165","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66511f06166f80d151480ef6"
"05/31/2024 09:05PM","05/31/2024 09:05PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",3.793,"Yes","66510149bb8cfd1298d2601e","0.0","0.0","no","192.168.68.56","Participant 166",
"06/02/2024 12:22PM","06/02/2024 12:22PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",3.677,"Yes","66510149bb8cfd1298d2601e","0.0","0.0","no","2600:1004:105d:a4a:c93b:43ed:64d:2d17","Participant 166",
"05/31/2024 09:55PM","05/31/2024 09:56PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",55.314,"Yes","665128d9bb8cfd1298d334f4",,,"no","10.85.255.192","Participant 167","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665128d9bb8cfd1298d334f4"
"06/02/2024 03:53PM","06/02/2024 03:53PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",32.529,"Yes","665128d9bb8cfd1298d334f4",,,"no","10.136.154.15","Participant 167","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665128d9bb8cfd1298d334f4"
"05/31/2024 09:02PM","05/31/2024 09:03PM","05/31/2024 09:00PM - 06/02/2024 12:00PM",40.04,"Yes","665136c7166f80d15148c248",,,"no","192.168.0.34","Participant 168","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665136c7166f80d15148c248"
"06/02/2024 12:06PM","06/02/2024 12:06PM","06/02/2024 12:00PM - 06/02/2024 11:59PM",15.874,"Yes","665136c7166f80d15148c248",,,"no","192.168.0.34","Participant 168","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665136c7166f80d15148c248"
"06/01/2024 09:00PM","06/01/2024 09:01PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",22.505,"Yes","665175dabb8cfd1298d54c73",,,"no","10.172.220.161","Participant 171","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665175dabb8cfd1298d54c73"
"06/03/2024 04:14PM","06/03/2024 04:14PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",10.728,"Yes","665175dabb8cfd1298d54c73",,,"no","192.168.128.183","Participant 171","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665175dabb8cfd1298d54c73"
"06/01/2024 09:06PM","06/01/2024 09:06PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",19.779,"Yes","6650ed40bb8cfd1298d1e67a","0.0","0.0","no","100.85.57.187","Participant 172",
"06/03/2024 12:05PM","06/03/2024 12:05PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",18.565,"Yes","6650ed40bb8cfd1298d1e67a","0.0","0.0","no","10.194.184.153","Participant 172",
"06/01/2024 09:02PM","06/01/2024 09:02PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",23.023,"Yes","6651f4a8bb8cfd1298d6ceac",,,"no","192.168.0.101","Participant 173","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6651f4a8bb8cfd1298d6ceac"
"06/03/2024 12:00PM","06/03/2024 12:01PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",24.489,"Yes","6651f4a8bb8cfd1298d6ceac",,,"no","192.168.0.102","Participant 173","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6651f4a8bb8cfd1298d6ceac"
"06/01/2024 09:09PM","06/01/2024 09:10PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",23.245,"Yes","66511620bb8cfd1298d2d4a5","0.0","0.0","no","10.0.0.19","Participant 174",
"06/01/2024 09:13PM","06/01/2024 09:15PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",139.384,"Yes","66516dbc166f80d1514a5d10",,,"no","10.254.0.1","Participant 175","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66516dbc166f80d1514a5d10"
"06/01/2024 09:00PM","06/01/2024 09:00PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",15.317,"Yes","66521e95166f80d1514d23c7","0.0","0.0","no","192.168.1.254","Participant 176",
"06/02/2024 12:01PM","06/02/2024 12:01PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",7.278,"Yes","66522580166f80d1514d4825",,,"no","192.168.8.181","Participant 177","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66522580166f80d1514d4825"
"06/01/2024 09:06PM","06/01/2024 09:08PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",113.837,"Yes","665227bbbb8cfd1298d8215a",,,"no","10.13.62.225","Participant 178","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665227bbbb8cfd1298d8215a"
"06/01/2024 09:01PM","06/01/2024 09:01PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",11.587,"Yes","6652552b166f80d1514e6431","0.0","0.0","no","192.168.1.11","Participant 179",
"06/03/2024 03:44PM","06/03/2024 03:44PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",10.571,"Yes","6652552b166f80d1514e6431","0.0","0.0","no","10.2.16.39","Participant 179",
"06/02/2024 03:01AM","06/02/2024 03:01AM","06/01/2024 09:00PM - 06/03/2024 12:00PM",19.871,"Yes","66525618bb8cfd1298d9358c",,,"no","192.168.0.131","Participant 180","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66525618bb8cfd1298d9358c"
"06/03/2024 12:02PM","06/03/2024 12:02PM","06/03/2024 12:00PM - 06/03/2024 11:59PM",23.748,"Yes","66525618bb8cfd1298d9358c",,,"no","10.185.74.48","Participant 180","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66525618bb8cfd1298d9358c"
"06/01/2024 09:09PM","06/01/2024 09:09PM","06/01/2024 09:00PM - 06/03/2024 12:00PM",11.8,"Yes","664e10a620f19dd3213ae047","0.0","0.0","no","10.3.0.76","Participant 181",
"06/03/2024 10:11AM","06/03/2024 10:11AM","06/02/2024 09:00PM - 06/04/2024 12:00PM",12.846,"Yes","66529684166f80d1514ff23e","0.0","0.0","no","192.168.1.185","Participant 182",
"06/02/2024 09:19PM","06/02/2024 09:19PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",47.971,"Yes","664e220151501094c9c07a16",,,"no","10.158.214.115","Participant 183","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664e220151501094c9c07a16"
"06/02/2024 09:25PM","06/02/2024 09:25PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",16.206,"Yes","6652dc01bb8cfd1298dbad02",,,"no","10.0.0.82","Participant 184","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6652dc01bb8cfd1298dbad02"
"06/04/2024 12:01PM","06/04/2024 12:01PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",19.41,"Yes","6652dc01bb8cfd1298dbad02",,,"no","10.0.0.82","Participant 184","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6652dc01bb8cfd1298dbad02"
